early satiety,"['a08.001.009.004', 'a07.001.006.027', 'a14.003.001.010']"
genital pain,['a21.010.001.008']
pregnancy test positive,['a13.010.005.012']
intervertebral disc protrusion,['a15.010.001.004']
tooth injury,"['a07.009.005.003', 'a12.001.009.004']"
reflux gastritis,0
generalised anxiety disorder,0
bronchitis viral,"['a11.005.004.015', 'a22.007.005.003']"
facial spasm,0
acute psychosis,['a19.003.001.001']
epidermal naevus,0
house dust allergy,0
benign breast neoplasm,"['a16.014.001.005', 'a21.005.001.009']"
premenstrual tension,0
finger deformity,['a15.010.003.003']
ligament injury,0
pyelonephritis acute,"['a20.001.009.002', 'a11.001.014.003']"
electrocardiogram pr shortened,['a13.014.005.002']
carbohydrate craving,0
food craving,"['a19.009.001.010', 'a14.003.001.009']"
jaw stiffness,['a15.001.002.002']
bladder dilatation,['a20.003.001.007']
anxiety aggravated,0
sensation of blood flow,0
alcohol problem,0
nasal septum deviation,0
traumatic haematoma,"['a24.007.001.055', 'a12.001.008.028']"
stress at work,0
sacroiliitis,['a15.001.001.012']
genitourinary chlamydia infection,0
anxiety attack,0
genital infection,"['a11.001.008.011', 'a21.010.003.002']"
infection parasitic,['a11.001.008.003']
allergic sinusitis,"['a22.004.006.003', 'a10.001.003.021']"
arthropod sting,['a12.001.008.023']
international normalised ratio increased,['a13.001.002.008']
restlessness aggravated,0
performance status decreased,['a08.001.003.042']
idiopathic thrombocytopenia,0
latent tetany,0
orchitis noninfective,['a21.009.002.003']
exostosis,['a15.002.004.005']
post-traumatic pain,"['a08.001.008.010', 'a12.001.008.016']"
vein distended,0
abnormal labour,['a18.007.002.001']
other acne,0
trichomonal vaginitis,0
vulvovaginitis trichomonal,"['a21.014.002.007', 'a11.006.005.001']"
vulvovaginal disorder,['a21.008.001.003']
polyarthritis,['a15.001.001.005']
oily skin,['a23.002.007.007']
inflammatory swelling,0
watery diarrhoea,0
vaginal erythema,0
vulvovaginal erythema,"['a23.003.006.017', 'a21.008.002.011']"
vulval erythema,0
abdominal pain generalised,0
injection site irritation,"['a12.007.003.027', 'a08.002.003.027']"
pimples,0
vaginal swelling,['a21.008.002.013']
vulvovaginal swelling,0
localized erythema,['a23.003.006.009']
exacerbation of acne,0
behavior disorder,0
sensation of pressure,['a08.001.008.023']
paranoid delusions,0
application site atrophy,"['a08.002.001.037', 'a12.007.001.037']"
application site pigmentation changes,0
application site discolouration,"['a23.003.003.023', 'a12.007.001.030', 'a08.002.001.030']"
asteatosis,['a23.002.007.006']
hair disorder,['a23.002.006.003']
central obesity,['a14.003.002.011']
splenic infarction,"['a24.004.007.003', 'a01.009.002.004']"
vision decreased,0
corneal pigmentation,['a06.006.003.013']
acute abdomen,['a07.001.006.015']
amelia,0
limb reduction defect,"['a15.011.007.004', 'a03.011.007.004']"
anencephaly,"['a03.010.003.001', 'a17.019.003.001']"
anal atresia,"['a07.013.005.001', 'a03.004.006.001']"
coarctation of the aorta,"['a03.007.008.001', 'a24.004.001.002']"
astrocytoma,"['a17.020.001.002', 'a16.030.001.002']"
renal cell carcinoma,"['a16.008.002.002', 'a20.001.004.003']"
choriocarcinoma,['a16.016.004.001']
cytogenetic abnormality,['a03.012.002.001']
cleft lip,"['a07.005.008.002', 'a15.011.005.002', 'a03.011.005.002']"
congenital clubfoot,0
talipes,"['a15.011.007.007', 'a03.011.007.007']"
trisomy 21,"['a17.003.004.004', 'a19.021.003.004', 'a03.012.001.003', 'a02.008.002.003']"
dwarfism,"['a05.003.002.002', 'a15.002.003.005']"
ectromelia,0
fibrocystic disease,0
hemimelia,0
diaphragmatic hernia,"['a07.016.001.002', 'a22.009.002.001']"
lymphocytic leukaemia,"['a16.001.009.001', 'a01.010.009.001']"
meningomyelocele,0
plasma cell myeloma,0
plasmacytoma,"['a01.014.002.002', 'a16.023.002.002']"
neural tube defect,"['a17.019.002.002', 'a03.010.002.003']"
ovarian carcinoma,0
phocomelia,"['a15.011.007.001', 'a03.011.007.001']"
pituitary tumour,"['a16.024.001.003', 'a05.003.005.002']"
tubal pregnancy,0
ectopic pregnancy,['a18.002.002.002']
prolactinoma,"['a05.003.005.001', 'a17.018.001.003', 'a16.009.001.003']"
fallot's tetralogy,0
tracheo-oesophageal fistula,"['a03.016.002.002', 'a07.011.005.003', 'a22.004.007.003']"
neurofibromatosis,"['a03.010.001.002', 'a17.018.001.002', 'a16.009.001.002']"
neuroectodermal neoplasm,"['a16.030.001.006', 'a17.020.001.006']"
hepatoblastoma,"['a16.007.004.001', 'a09.004.002.003']"
hepatocellular adenoma,0
hepatic adenoma,"['a09.004.001.002', 'a16.006.001.002']"
bone development abnormal,['a15.002.004.003']
skull malformation,"['a03.011.002.003', 'a15.011.002.003']"
renal dysgenesis,0
renal aplasia,"['a20.001.002.001', 'a03.006.001.002']"
dermoid cyst of ovary,0
ovarian germ cell teratoma benign,"['a21.011.001.004', 'a16.004.003.002']"
dry hair,0
cloacal exstrophy,"['a07.011.004.005', 'a20.008.003.004', 'a03.003.002.004', 'a21.015.002.003']"
hepatic angiosarcoma,"['a24.003.006.007', 'a09.004.002.007', 'a16.007.002.003']"
ovarian enlargement,['a21.011.002.001']
posterior vitreous detachment,0
"unspecified congenital anomaly of brain, spinal cord, and nervous system",0
congenital central nervous system anomaly,"['a17.019.001.003', 'a03.010.002.004']"
renal agenesis,0
carcinoma of tongue,0
tongue neoplasm malignant stage unspecified,"['a16.013.007.003', 'a07.021.007.003']"
muscular ventricular septal defect,0
bladder carcinoma,0
bladder cancer,"['a16.008.001.001', 'a20.003.004.001']"
adnexal torsion,['a21.011.002.012']
omphalocele,0
exomphalos,"['a07.016.003.002', 'a03.004.007.001']"
pelvic discomfort,"['a20.002.003.012', 'a21.010.001.012', 'a07.001.006.020']"
glioblastoma multiforme,"['a17.020.002.001', 'a16.030.002.001']"
ovarian haemorrhage,"['a21.011.002.006', 'a24.007.003.009']"
arteriovenous fistula,['a24.003.003.001']
cleft palate,"['a07.005.008.001', 'a03.004.002.001']"
corpus luteum cyst,0
cryptorchism,"['a05.005.002.002', 'a03.003.001.001', 'a21.015.001.001']"
dermoid cyst,"['a03.005.001.005', 'a16.002.002.006']"
gastrointestinal malformation,"['a03.004.007.002', 'a07.011.004.004']"
pectus excavatum,0
peritoneal haemorrhage,"['a07.007.002.001', 'a24.007.002.016']"
umbilical hernia,['a07.016.003.001']
hydrothorax,0
syndactyly,0
conjoined twins,0
spina bifida occulta,0
ovarian hyperstimulation syndrome,"['a05.005.001.013', 'a21.011.002.007']"
ovulation pain,['a21.011.002.010']
polydactyly,"['a03.011.007.010', 'a15.011.007.010']"
arterial occlusion,0
arterial occlusive disease,['a24.004.002.021']
amaurosis,['a06.002.002.008']
tibial torsion,"['a03.011.007.009', 'a15.011.007.009']"
ovarian pain,0
adnexa uteri pain,0
apraxia,"['a17.002.003.002', 'a19.021.001.002']"
catalepsy,['a19.011.003.002']
waxy flexibility,['a19.011.003.005']
labyrinthine disorder,0
inner ear disorder,['a04.004.002.002']
leukaemoid reaction,['a01.002.001.001']
mutism,"['a19.019.001.001', 'a17.002.008.007']"
psychosomatic disease,['a19.017.001.002']
gastric dilatation,['a07.002.002.002']
stomach dilation procedure,['a25.002.003.001']
vestibular disorder,"['a04.004.002.001', 'a17.002.002.008']"
anticholinergic syndrome,['a17.005.001.001']
schizophrenic reaction,0
schizophreniform disorder,['a19.003.002.001']
generalised spasm,0
hypnagogic hallucination,['a19.002.002.001']
faeces discoloured,['a07.001.003.002']
uterine inflammation,['a21.014.001.001']
infection susceptibility increased,['a11.001.008.004']
fat intolerance,['a14.002.001.003']
anxiety state,0
libido disorder,"['a19.008.003.004', 'a21.003.002.006']"
unrest,0
abdominal disorder,0
renal cyst,"['a16.027.001.001', 'a20.001.004.001']"
alcohol intoxication,0
alcohol poisoning,['a12.003.001.017']
infectious mononucleosis,"['a11.005.010.003', 'a01.002.001.007']"
sprain,0
xeroderma,['a23.001.002.003']
unsteady gait,0
knee pain,0
dysdiadochokinesis,0
hunger abnormal,0
appetite disorder,"['a19.009.001.002', 'a14.003.001.004']"
ejaculation decreased,0
thrombophlebitis of the leg,0
sneezing excessive,0
painful ankle,0
swelling of knees,0
asthmatic attack,0
abnormal eye movements nos,0
inflammation localised,0
incomplete precocious puberty,0
headache fullness,0
gastrointestinal inflammation,['a07.008.003.007']
colonic pseudo-obstruction,"['a07.002.002.008', 'a17.005.001.012']"
intractable pain,0
parotitis,"['a11.001.004.001', 'a07.006.004.001']"
sleep terror,"['a19.002.003.008', 'a17.015.002.006']"
lower respiratory tract infection,"['a22.007.001.002', 'a11.001.009.002']"
localised numbness,0
otitis media acute,"['a11.001.005.005', 'a04.005.001.002']"
delusional perception,['a19.010.002.006']
tearfulness,['a19.015.002.005']
rebound hypertension,0
withdrawal hypertension,"['a24.008.002.009', 'a08.006.002.007']"
junctional bradycardia,['a02.003.002.009']
abnormal sleep-related event,"['a17.015.002.007', 'a19.002.003.009']"
generalized macular rash,0
liver fatty,0
haemarthrosis,"['a24.007.001.046', 'a12.004.003.001', 'a15.001.001.004']"
factor viii deficiency,"['a01.001.001.005', 'a03.015.001.002']"
vasomotor rhinitis,['a22.004.004.009']
intestinal ulcer,['a07.004.006.003']
ulcer haemorrhage,"['a08.003.006.003', 'a24.007.001.040']"
gastric ulcer perforation,['a07.004.003.006']
duodenitis haemorrhagic,"['a24.007.002.025', 'a07.008.003.010']"
lymphocytic colitis,0
colitis microscopic,['a07.008.001.011']
eye bleeding,0
skin bleeding,0
neutrophil count decreased,['a13.001.006.010']
blood creatine increased,['a13.013.001.001']
upper gastrointestinal symptoms,0
puncture site haemorrhage,"['a24.007.001.034', 'a08.002.004.007', 'a12.007.004.006']"
acquired haemophilia,['a01.001.001.002']
cross reactive drug hypersensitivity,0
drug-induced hypersensitivity syndrome,0
gastritis haemorrhagic,"['a07.008.002.002', 'a24.007.002.008']"
glucose-6-phosphate dehydrogenase deficiency,"['a01.006.005.001', 'a03.008.003.001', 'a14.014.003.001']"
bloodshot eye,0
bone marrow disorder,['a01.005.001.006']
cataplexy,"['a15.005.004.010', 'a19.002.002.003', 'a17.015.001.003']"
diabetic hyperosmolar coma,"['a14.007.004.001', 'a17.002.009.003', 'a05.007.004.001']"
insomnia nec,0
hepatic cirrhosis,['a09.001.004.001']
phenylketonuria,"['a20.002.001.018', 'a14.014.004.002', 'a03.008.004.002', 'a19.021.003.001', 'a17.003.004.001']"
ketoacidosis,['a14.001.001.008']
nocturnal enuresis,0
"sudden death, cause unknown",0
myasthenic syndrome,"['a15.005.008.003', 'a10.004.005.005', 'a17.005.004.004', 'a16.032.001.002']"
spasm biliary,0
ureteral spasm,['a20.006.001.002']
diuretic effect,0
circulatory depression,0
cardiovascular insufficiency,"['a24.006.003.005', 'a02.001.001.011']"
lactose intolerance,"['a07.017.001.003', 'a14.002.002.001']"
lactase deficiency,0
myotonia,"['a17.005.002.013', 'a15.005.004.013']"
axonal neuropathy,0
oesophageal spasm,['a07.002.004.004']
nasal itching,0
bell's palsy,0
posterior uveitis,0
choroiditis,['a06.004.006.004']
posterior synechiae of iris,0
iris adhesions,['a06.006.006.003']
incoherent,"['a17.002.008.002', 'a19.010.003.006']"
pericardial haemorrhage,"['a24.007.001.013', 'a02.006.001.003']"
premature labour,['a18.007.001.002']
myeloproliferative disorder,"['a01.013.003.001', 'a16.021.003.002']"
myxoedema,"['a05.002.003.002', 'a23.007.004.007']"
pulmonary veno-occlusive disease,0
cardiomyopathy secondary nos,0
ureteritis,"['a11.001.014.007', 'a20.008.002.004']"
wegener's granulomatosis,0
granulomatosis with polyangiitis,0
malignant neoplasm of renal pelvis,0
ureteric cancer,0
nail changes,0
microscopic hematuria,0
cystitis interstitial,0
bladder necrosis,0
ovarian atrophy,"['a21.011.002.011', 'a05.005.001.018']"
bladder fibrosis,['a20.003.001.003']
ovarian failure,"['a05.005.001.012', 'a21.011.002.005']"
generalized urticaria,0
myopericarditis,0
oral mucosa sore,0
carditis,0
myocardial haemorrhage,"['a02.004.002.018', 'a24.007.001.035']"
hypothrombinaemia,0
palmar-plantar erythema,0
myocardial necrosis,0
wound healing normal,0
parotid gland inflammation,0
bacterial colonisation,0
enanthema,['a08.001.006.007']
gingival disorder,['a07.009.003.001']
gingival hypertrophy,['a07.009.003.006']
progressive multifocal leukoencephalopathy,"['a17.016.002.002', 'a11.005.005.001']"
obstruction,['a08.001.003.023']
upper gastrointestinal haemorrhage,"['a07.012.002.006', 'a24.007.002.024']"
synovial cyst,"['a16.018.001.004', 'a15.004.002.002']"
microangiopathic haemolytic anaemia,"['a24.003.002.019', 'a01.006.002.002']"
contraction skeletal muscle,0
systemic mycosis,0
erythrodermic psoriasis,0
progressive renal failure,0
graft loss,['a12.002.009.008']
renal graft loss,"['a20.001.002.006', 'a10.002.003.001', 'a12.002.009.012']"
cyclosporine toxicity,0
transplant failure,['a12.002.009.010']
polyomavirus-associated nephropathy,"['a11.005.005.002', 'a12.002.010.002', 'a20.001.009.003']"
malignant solid tumour,0
acne vulgaris,0
vascular headache,"['a24.003.005.007', 'a17.014.001.005']"
urate crystalluria,0
uterine fibroids enlarged,0
retinal vascular disorder,"['a06.010.001.002', 'a24.003.007.002']"
intra-abdominal haemorrhage,"['a07.012.002.008', 'a24.007.002.035']"
spermatozoa abnormal,['a13.020.001.005']
foetal chromosome abnormality,"['a18.003.002.009', 'a03.012.002.004']"
embolus,0
ovulation inhibited,0
anovulatory cycle,"['a05.005.001.017', 'a21.001.001.011']"
bartholin's cyst,0
joint lock,['a15.001.008.004']
erythrocytosis,0
splenic peliosis,0
anoxia,['a22.002.002.009']
drug-induced lupus erythematosus,0
tonic clonic movements,['a17.012.003.006']
red blotches,0
chondropathy,['a15.007.003.003']
subcutaneous abscess,"['a23.009.004.003', 'a11.001.012.007']"
psychomotor skills impaired,"['a17.002.010.005', 'a19.022.001.002']"
cryptococcal cutaneous infection,"['a23.009.002.010', 'a11.003.004.003']"
pyramidal tract syndrome,['a17.005.005.003']
mucormycosis,"['a07.005.007.011', 'a22.007.003.021', 'a17.006.009.003', 'a11.003.005.011']"
zygomycosis,"['a07.005.007.012', 'a17.006.009.004', 'a22.007.003.022', 'a11.003.005.013']"
retinal degeneration,['a06.009.003.002']
dialysis dementia,0
toxic encephalopathy,"['a12.003.001.027', 'a17.013.001.004']"
immobile,['a26.001.001.002']
metaphyseal dysplasia,"['a03.011.006.006', 'a15.011.006.006']"
eschar,"['a23.003.003.027', 'a12.001.008.008']"
gastroenteritis yersinia,0
dyschromatopsia,0
pancreatic enzymes increased,['a13.005.001.004']
comedone,0
fat embolism,"['a12.001.008.003', 'a24.001.001.012']"
ocular hypertension,['a06.003.001.003']
hypotony of eye,['a06.008.003.004']
pseudotumor,0
retinal tear,"['a06.009.003.010', 'a12.001.004.014']"
vitreous haemorrhage,"['a06.010.003.001', 'a24.007.005.005']"
adrenocortical insufficiency acute,"['a14.011.001.020', 'a05.001.002.005']"
vitreous opacities,['a06.009.001.007']
anterior chamber flare,['a06.004.010.003']
anterior chamber cell,['a06.004.010.001']
migration of implant,0
device dislocation,['a08.008.003.002']
anterior chamber inflammation,['a06.004.010.002']
retinal aneurysm,0
complication of device insertion,['a08.007.001.002']
joint instability,['a15.001.008.007']
loss of skin markings,0
skin depigmentation,['a23.005.002.002']
blood pressure systolic increased,['a13.014.003.006']
motor tic,0
tic,"['a17.002.005.024', 'a19.011.004.001']"
anhedonia,0
choreoathetoid movements,0
vasculitis cerebral,"['a17.008.002.006', 'a24.005.002.008', 'a10.002.002.014']"
cardiac death,"['a02.003.004.015', 'a08.004.001.007']"
drug craving,0
compulsions,['a19.006.005.003']
fructose intolerance,0
tingling skin,0
ingrown hair,0
pseudofolliculitis barbae,['a23.002.006.009']
numbness lips,0
stinging skin,0
fertilization,0
assisted fertilisation,['a25.010.004.001']
body hair loss,0
hydrocortisone decreased,0
emotional poverty,0
floppy infant,"['a15.005.004.014', 'a18.004.001.010', 'a17.005.002.012']"
burning rectal,0
retching reflex decreased,0
hyperexcitation,0
diabetic ketoacidosis,"['a14.007.003.001', 'a05.007.003.001']"
subconjunctival hemorrhage,0
immunoglobulin g low,0
blood immunoglobulin g decreased,['a13.006.005.001']
pancreatic necrosis,['a07.018.002.004']
scotoma annular,0
hepatorenal syndrome,"['a09.001.003.007', 'a20.001.003.012']"
injection site abscess,"['a11.001.008.023', 'a12.007.003.021', 'a08.002.003.021']"
corneal perforation,"['a12.001.004.003', 'a06.006.003.006']"
swelling of eyelid,0
creatinine abnormal nos,0
eye allergy,"['a06.004.005.010', 'a10.001.003.028']"
hemorrhoids aggravated,0
abrasion nos,0
application site induration,"['a12.007.001.015', 'a08.002.001.014']"
intestinal diaphragm disease,0
globus hystericus,0
urine phosphate increased,0
urine phosphorus increased,0
pseudodementia,0
reflex sympathetic dystrophy,0
complex regional pain syndrome,"['a17.002.007.010', 'a12.001.012.004']"
cervicobrachial syndrome,"['a15.001.004.002', 'a17.010.002.001']"
cycloplegia,"['a17.017.002.003', 'a06.005.003.002']"
suppressed lactation,"['a21.005.002.003', 'a18.006.002.001']"
transient global amnesia,"['a17.003.002.004', 'a19.020.001.004']"
bloated feeling,0
coagulation necrosis,0
retinal depigmentation,['a06.009.003.004']
symptomatic hyperlactatemia,0
portal hypertension,"['a24.008.006.001', 'a09.001.006.006']"
itch burning,0
gastrointestinal perforation,['a07.004.004.001']
necrotising fasciitis,"['a15.003.003.004', 'a11.001.017.002']"
cellulitis gangrenous,"['a23.009.001.010', 'a11.002.001.016']"
acute anaphylaxis,0
scleral hyperaemia,['a06.004.007.003']
eyelid irritation,"['a23.003.004.023', 'a06.004.004.007']"
application site discomfort,"['a08.002.001.034', 'a12.007.001.034']"
posterior capsule opacification,"['a12.002.002.002', 'a06.006.005.001']"
reproductive toxicity,0
dissociation,['a19.014.001.002']
digoxin toxicity,0
electrocardiogram pr prolongation,['a13.014.005.012']
digoxin effect,0
supraventricular tachyarrhythmia,['a02.003.003.014']
mesenteric vascular insufficiency,"['a24.004.008.011', 'a07.015.002.010']"
arteriospasm coronary,"['a24.004.004.005', 'a02.002.002.005']"
nevus,0
melanocytic naevus,"['a16.026.001.007', 'a23.010.001.007']"
edema of lower extremities,0
left ventricular dysfunction,['a02.004.002.011']
drug-induced parkinsonism,0
sinoatrial node dysfunction,['a02.003.003.006']
sinus arrhythmia,['a02.003.003.008']
neck swelling,0
acute liver damage,0
osteoarticular pain,0
acute liver injury,0
intraoperative hemorrhage,0
procedural haemorrhage,"['a12.002.005.036', 'a24.007.001.053']"
sustained ventricular tachycardia,0
transient cerebral ischemia,0
electrocardiogram st-t change,['a13.014.005.015']
seizure cerebral,0
prostatism,"['a20.002.003.009', 'a21.004.001.003']"
defect conduction intraventricular,0
proarrhythmic effect,0
fatigability,0
autism,"['a19.022.002.001', 'a17.003.005.001']"
fanconi syndrome,"['a03.006.001.001', 'a14.001.001.011', 'a20.005.003.009']"
learning disorder,['a19.021.005.001']
discoid lupus erythematosus,0
polycystic ovaries,"['a21.011.001.006', 'a05.005.001.014']"
amenorrhea secondary,0
cerebral atrophy,['a17.011.001.001']
neonatal and infancy disorder,0
neonatal disorder,['a18.004.001.001']
"petit mal status, epileptic",0
coagulation factor decreased,['a13.001.002.016']
liver function test normal,['a13.003.001.035']
spots before eyes,['a06.002.006.006']
hypofibrinogenaemia,0
cerebellar atrophy,0
epidermal necrosis,['a23.003.003.035']
autism spectrum disorder,['a19.022.002.002']
pharmacokinetic interaction,0
hypervigilance,['a19.001.002.006']
lacrimal duct obstruction,0
dacryostenosis acquired,['a06.006.004.003']
large intestine perforation,"['a07.004.006.005', 'a12.002.003.005']"
acute pulmonary oedema,"['a02.005.002.004', 'a22.001.003.005']"
radiation pneumonitis,"['a22.001.004.001', 'a12.005.002.002']"
neutropenic enterocolitis,"['a07.008.001.008', 'a01.002.003.006']"
neutropenic colitis,"['a01.002.003.010', 'a07.008.001.014']"
cancer pain,['a16.032.003.004']
nail toxicity,"['a23.002.005.016', 'a12.003.001.045']"
neutropenic infection,"['a11.001.008.024', 'a01.002.003.009']"
skin toxicity,"['a23.003.003.032', 'a12.003.001.020']"
fluid imbalance,['a14.005.001.003']
localized rash,0
carcinoma of lung,0
lung neoplasm malignant,"['a16.019.002.001', 'a22.008.001.001']"
advanced breast cancer,0
electrocardiogram abnormal specific,0
wide complex tachycardia,0
electrocardiogram poor r-wave progression,['a13.014.005.027']
qrs axis abnormal,['a13.014.005.026']
serum prolactin increased,0
arteritis,['a24.005.001.001']
assault,0
physical assault,0
deficiency anaemia,"['a14.003.002.016', 'a01.003.001.004']"
erythropenia,['a01.007.002.001']
physical wandering,0
withdrawal emotional,0
increased thirst,"['a08.001.009.019', 'a14.003.002.006']"
anaemia vitamin b12 deficiency,"['a14.012.002.001', 'a01.003.001.001']"
choroidal detachment,"['a12.001.004.006', 'a06.009.001.003']"
bronchial obstruction,['a22.003.001.013']
cold hands & feet,0
eyelid pain,"['a23.003.003.036', 'a06.008.003.014']"
essential hypertension,['a24.008.002.008']
tooth hypoplasia,"['a07.009.008.003', 'a03.004.001.002']"
semen abnormal,0
semen analysis abnormal,['a13.020.001.004']
retrograde ejaculation,['a21.003.001.006']
adjustment disorder,['a19.023.001.001']
breast cyst,"['a21.005.001.006', 'a16.014.001.004']"
gingival recession,['a07.009.003.007']
nasopharyngeal disorder,0
transient insomnia,0
sleep paralysis,"['a19.002.002.004', 'a17.015.002.005']"
chronic insomnia,0
infective tenosynovitis,0
cellulitis staphylococcal,"['a23.009.001.013', 'a11.002.005.006']"
lung adenocarcinoma stage i,"['a16.019.001.003', 'a22.008.001.008']"
lip blister,"['a07.005.001.007', 'a23.003.001.016']"
joint range of motion decreased,['a15.001.002.006']
blood pressure inadequately controlled,0
electrocardiogram st-t segment abnormal,['a13.014.005.029']
light anaesthesia,['a25.001.003.003']
bilirubin conjugated increased,0
anemic,0
vermiculation,0
spasm of accommodation,0
anophthalmos,"['a06.013.002.001', 'a03.001.001.003']"
fasting,['a26.001.002.001']
lipidosis,"['a14.014.002.002', 'a03.008.002.002']"
photocontact dermatitis,0
hepatitis c antibody positive,['a13.008.003.002']
rash recurrent,0
anxiety disorder,['a19.006.001.002']
coxalgia,0
serositis,['a08.001.005.006']
hypocapnia,['a22.002.002.008']
carbon dioxide decreased,['a13.002.001.012']
vascular calcification,['a24.003.002.013']
hypervitaminosis d,['a14.012.004.003']
deposit calcium,0
intestinal infarction,"['a24.004.008.008', 'a07.015.002.006']"
pulse absent,['a13.014.004.005']
chlamydial infection,0
bilious vomiting,0
congenital hypertrophic pyloric stenosis,0
penile discharge,['a21.012.001.005']
pain of lower extremities,0
breast tension,0
postmenopausal spotting,0
postmenopausal haemorrhage,"['a21.002.001.002', 'a24.007.003.002']"
ectopic ossification,0
extraskeletal ossification,0
hypercalcaemia of malignancy,"['a05.008.002.001', 'a14.004.001.009', 'a16.032.001.001']"
osteolytic lesion,0
osteolysis,0
upper abdominal discomfort,['a07.001.006.022']
lung cancer metastatic,"['a22.008.001.004', 'a16.019.002.003']"
haematotoxicity,"['a01.005.001.007', 'a12.003.001.025']"
nail pigmentation,['a23.002.005.007']
anal irritation,0
enzyme abnormality,['a14.011.001.015']
benign prostatic hypertrophy,0
eustachian tube disorder,['a04.005.002.002']
orbital oedema,['a06.009.005.001']
encephalocele,"['a17.019.001.005', 'a03.010.002.001']"
placental disorder,['a18.005.002.001']
sudden infant death syndrome,"['a08.004.001.009', 'a18.004.001.007']"
congenital genital malformation,"['a21.015.002.001', 'a03.003.002.002']"
embolism limb,0
peripheral embolism,['a24.001.002.005']
mononeuritis,['a17.009.002.007']
mucosal swelling,0
oedema mucosal,['a08.001.006.012']
photosensitivity allergic reaction,['a23.003.009.002']
mean cell volume increased,['a13.001.005.022']
acquired megacolon,0
transaminases decreased,['a13.003.001.034']
atherosclerosis,0
liver fatty deposition,0
urolithiasis,0
calculus urinary,['a20.004.002.001']
pulmonary alveolitis,0
cramp of limb,0
trigeminal neuralgia,['a17.004.008.001']
biliary tract disorder,['a09.002.003.001']
decubitus ulcer,['a23.003.011.006']
head injury,['a12.001.009.003']
drug withdrawal syndrome neonatal,"['a18.004.013.001', 'a08.006.002.008', 'a19.007.002.012']"
attention deficit disorder,0
attention deficit/hyperactivity disorder,['a19.021.004.001']
tooth loss,['a07.009.009.001']
chronic pain,0
deafness permanent,"['a04.002.001.003', 'a17.004.007.002']"
partial permanent deafness,0
partial transitory deafness,0
hemorrhage of colon,0
large intestinal haemorrhage,"['a24.007.002.026', 'a07.012.003.003']"
accidental overdose,['a12.006.003.002']
acute pain,0
bradycardia-tachycardia syndrome,0
nail longitudinal striations,0
nail ridging,0
oral soft tissue disorder nos,0
lip ulceration,['a07.005.001.006']
lip pain,['a07.005.003.007']
gingival ulceration,['a07.009.003.004']
application site ulcer,"['a12.007.001.007', 'a08.002.001.007', 'a23.007.003.010']"
localised skin reaction,0
skin reaction,"['a23.003.003.013', 'a10.001.003.019']"
upper airway obstruction,['a22.002.005.029']
oral mucosal discolouration,['a07.005.005.007']
tongue blistering,['a07.014.002.014']
lactate increased,0
application site eczema,"['a23.003.004.015', 'a08.002.001.019', 'a12.007.001.019']"
subileus,['a07.013.001.004']
nasal mucosal disorder,['a22.004.003.009']
upper respiratory tract congestion,['a22.002.005.019']
oral pustule,0
intentional drug misuse,['a12.008.002.001']
opioid naive,0
therapy naive,0
intranasal hypoaesthesia,0
neoplasm prostate,"['a21.004.002.003', 'a16.025.002.001']"
androgenetic alopecia,"['a23.002.002.002', 'a05.005.004.001']"
breast cancer male,"['a21.005.001.008', 'a16.010.001.002']"
other dermatoses,0
morbid dreams,0
acalculous cholecystitis,0
arterial aneurysm,0
biliary fibrosis,['a09.001.004.003']
aspergillosis,['a11.003.001.001']
aspergillus infection,0
opportunistic mycosis,0
wrist drop,0
radial nerve palsy,['a17.009.002.004']
renal function test abnormal,['a13.013.001.012']
autoimmune thrombocytopenia,"['a01.008.001.006', 'a10.004.001.006']"
evans syndrome,"['a01.006.001.002', 'a10.004.001.003']"
absolute neutrophil count decreased,['a13.001.006.014']
epstein-barr virus infection,['a11.005.010.004']
fat atrophy,0
lipoatrophy,"['a23.007.001.001', 'a14.008.004.006']"
paralysis of bladder,0
psychotic behaviour,['a19.003.001.003']
congenital skin disorder,"['a03.005.001.008', 'a23.007.004.013']"
junctional tachycardia,['a02.003.003.015']
capillary fragility,"['a24.003.002.001', 'a23.006.004.002']"
fullness abdominal,0
tachycardia nervous,0
hyphaema,"['a24.007.005.004', 'a06.007.004.001', 'a12.001.004.007']"
myringitis,"['a11.001.005.007', 'a04.005.001.004']"
external ear disorder,['a04.001.001.003']
acute gastroenteritis,0
open wound,0
ear canal erythema,0
mechanical complication of implant,0
implant expulsion,0
device expulsion,['a08.008.003.004']
wound complication,['a12.001.008.010']
corneal irritation,0
acute uveitis,0
demyelination,['a17.016.002.001']
chronic conjunctivitis,0
dysmetria,['a17.002.002.005']
dacryocanaliculitis,"['a06.004.004.010', 'a11.001.006.007']"
white matter lesion,0
chondrodystrophy,"['a15.011.003.001', 'a03.011.003.001']"
foetal alcohol syndrome,0
hypomenorrhoea,"['a21.001.002.002', 'a05.005.001.006']"
polymenorrhoea,['a21.001.003.003']
emphysema,['a22.001.002.002']
urethritis noninfective,['a20.007.002.002']
buccoglossal syndrome,"['a17.001.002.013', 'a07.014.002.010']"
corneal lesion,['a06.006.003.004']
cough decreased,['a22.002.003.006']
muscle haemorrhage,"['a24.007.001.037', 'a15.005.003.017']"
intentional injury,['a12.001.008.005']
lactation female,0
oesophageal varices haemorrhage,"['a07.012.001.003', 'a09.001.006.004', 'a24.007.002.022']"
